1,0.91599,0.73634
2,0.0011511,0.39471
3,0.46245,0.68342
4,0.42435,0.70405
5,0.46092,0.44231
6,0.77016,0.019578
7,0.32247,0.33086
8,0.78474,0.42431
9,0.47136,0.27027
10,0.035763,0.19705
11,0.17587,0.82172
12,0.72176,0.42992
13,0.47349,0.88777
14,0.15272,0.39118
15,0.34112,0.76911
16,0.60739,0.39679
17,0.19175,0.80851
18,0.73843,0.75508
19,0.24285,0.3774
20,0.91742,0.21602
21,0.26906,0.79041
22,0.7655,0.9493
23,0.18866,0.32757
24,0.2875,0.67126
25,0.091113,0.43864
26,0.57621,0.8335
27,0.68336,0.76885
28,0.54659,0.16725
29,0.42573,0.86198
30,0.64444,0.98987
31,0.64762,0.51442
32,0.67902,0.88428
33,0.63579,0.58803
34,0.94517,0.15475
35,0.20893,0.19986
36,0.70928,0.40695
37,0.23623,0.74871
38,0.1194,0.82558
39,0.6073,0.78996
40,0.45014,0.31852
41,0.45873,0.53406
42,0.66194,0.089951
43,0.77029,0.11171
44,0.35022,0.13629
45,0.66201,0.67865
46,0.41616,0.49518
47,0.84193,0.18971
48,0.83292,0.49501
49,0.25644,0.14761
50,0.61346,0.054974
51,0.58225,0.85071
52,0.54074,0.56056
53,0.86994,0.92961
54,0.26478,0.69667
55,0.31807,0.58279
56,0.11921,0.8154
57,0.93983,0.87901
58,0.64555,0.98891
59,0.47946,0.00052238
60,0.63932,0.86544
61,0.54472,0.61257
62,0.64731,0.98995
63,0.54389,0.52768
64,0.72105,0.47952
65,0.5225,0.80135
66,0.9937,0.22784
67,0.21868,0.49809
68,0.1058,0.90085
69,0.1097,0.57466
70,0.063591,0.84518
71,0.40458,0.73864
72,0.44837,0.58599
73,0.36582,0.24673
74,0.7635,0.66642
75,0.6279,0.083483
76,0.77198,0.62596
77,0.93285,0.66094
78,0.97274,0.72975
79,0.19203,0.89075
80,0.13887,0.9823
81,0.69627,0.76903
82,0.09382,0.58145
83,0.5254,0.92831
84,0.53034,0.58009
85,0.86114,0.016983
86,0.48485,0.12086
87,0.39346,0.86271
88,0.67143,0.4843
89,0.74126,0.84486
90,0.52005,0.20941
91,0.34771,0.55229
92,0.15,0.62988
93,0.58609,0.031991
94,0.26215,0.61471
95,0.044454,0.36241
96,0.75493,0.049533
97,0.24279,0.48957
98,0.4424,0.19251
99,0.6878,0.12308
100,0.35923,0.20549
